ts_code,datetime,close,open,high,low,vol,amount
002022.SZ,2026-03-16 09:58:00,5.99,5.99,5.99,5.98,6900.0,41313.0
002022.SZ,2026-03-16 09:59:00,6.0,5.98,6.0,5.98,22300.0,133587.0
002022.SZ,2026-03-16 10:00:00,6.0,5.99,6.0,5.99,3800.0,22784.0
002022.SZ,2026-03-16 10:01:00,6.0,6.0,6.0,5.99,59700.0,357611.0
002022.SZ,2026-03-16 10:02:00,6.01,5.99,6.02,5.99,80900.0,485399.0
002022.SZ,2026-03-16 10:03:00,6.0,6.0,6.01,6.0,10000.0,60004.0
002022.SZ,2026-03-16 10:04:00,6.0,6.0,6.01,6.0,27900.0,167413.0
002022.SZ,2026-03-16 10:05:00,6.0,6.0,6.01,6.0,47100.0,282609.0
002022.SZ,2026-03-16 10:06:00,6.0,6.01,6.01,6.0,1600.0,9611.0
002022.SZ,2026-03-16 10:07:00,6.01,6.0,6.01,6.0,800.0,4802.0
002022.SZ,2026-03-16 10:08:00,6.0,6.0,6.0,6.0,700.0,4200.0
002022.SZ,2026-03-16 10:09:00,6.01,6.01,6.01,6.0,3600.0,21621.0
002022.SZ,2026-03-16 10:10:00,6.01,6.0,6.01,6.0,2300.0,13822.0
002022.SZ,2026-03-16 10:11:00,6.01,6.01,6.01,6.0,3400.0,20431.0
002022.SZ,2026-03-16 10:12:00,6.01,6.0,6.01,6.0,8200.0,49245.0
002022.SZ,2026-03-16 10:13:00,5.99,6.01,6.01,5.99,184600.0,1108281.0
002022.SZ,2026-03-16 10:14:00,5.99,6.0,6.0,5.99,12000.0,71995.0
002022.SZ,2026-03-16 10:15:00,6.0,6.0,6.0,5.99,5200.0,31195.0
002022.SZ,2026-03-16 10:16:00,6.0,6.0,6.0,5.99,17100.0,102589.0
002022.SZ,2026-03-16 10:17:00,6.0,6.0,6.0,6.0,26800.0,160800.0
002022.SZ,2026-03-16 10:18:00,6.0,6.0,6.0,6.0,700.0,4200.0
002022.SZ,2026-03-16 10:19:00,6.0,6.0,6.01,6.0,9600.0,57665.0
002022.SZ,2026-03-16 10:20:00,6.01,6.01,6.01,6.01,300.0,1803.0
002022.SZ,2026-03-16 10:21:00,6.0,6.01,6.01,6.0,34900.0,209490.0
002022.SZ,2026-03-16 10:22:00,6.0,6.0,6.0,6.0,7700.0,46200.0
002022.SZ,2026-03-16 10:23:00,5.99,5.99,5.99,5.99,100.0,599.0
002022.SZ,2026-03-16 10:24:00,5.99,5.99,5.99,5.99,8900.0,53311.0
002022.SZ,2026-03-16 10:25:00,5.98,5.99,6.0,5.98,36400.0,218032.0
002022.SZ,2026-03-16 10:26:00,5.99,5.99,5.99,5.99,4300.0,25757.0
002022.SZ,2026-03-16 10:27:00,5.99,5.98,5.99,5.98,16700.0,100035.0
002022.SZ,2026-03-16 10:28:00,6.0,5.99,6.0,5.99,4900.0,29363.0
002022.SZ,2026-03-16 10:29:00,6.0,5.99,6.0,5.99,4900.0,29360.0
002022.SZ,2026-03-16 10:30:00,5.99,6.0,6.0,5.99,12600.0,75476.0
002022.SZ,2026-03-16 10:31:00,6.0,5.99,6.0,5.99,16900.0,101250.0
002022.SZ,2026-03-16 10:32:00,5.99,5.99,5.99,5.99,300.0,1797.0
002022.SZ,2026-03-16 10:33:00,5.99,5.99,5.99,5.99,3700.0,22163.0
002022.SZ,2026-03-16 10:34:00,5.99,5.99,5.99,5.98,7100.0,42522.0
002022.SZ,2026-03-16 10:35:00,5.99,5.98,5.99,5.98,36600.0,219229.0
002022.SZ,2026-03-16 10:36:00,5.98,5.98,5.98,5.98,300.0,1794.0
002022.SZ,2026-03-16 10:37:00,5.99,5.99,5.99,5.99,200.0,1198.0
002022.SZ,2026-03-16 10:38:00,5.99,5.99,5.99,5.99,6800.0,40732.0
002022.SZ,2026-03-16 10:39:00,5.98,5.98,5.99,5.97,148100.0,885640.0
002022.SZ,2026-03-16 10:40:00,5.98,5.98,5.98,5.98,38600.0,230828.0
002022.SZ,2026-03-16 10:41:00,5.98,5.98,5.98,5.98,200.0,1196.0
002022.SZ,2026-03-16 10:42:00,5.98,5.98,5.98,5.98,4300.0,25714.0
002022.SZ,2026-03-16 10:43:00,5.98,5.98,5.98,5.98,0.0,0.0
002022.SZ,2026-03-16 10:44:00,5.98,5.98,5.98,5.98,6300.0,37674.0
002022.SZ,2026-03-16 10:45:00,5.98,5.98,5.98,5.98,3700.0,22126.0
002022.SZ,2026-03-16 10:46:00,5.99,5.98,5.99,5.98,12700.0,76033.0
002022.SZ,2026-03-16 10:47:00,5.97,5.99,5.99,5.97,9600.0,57421.0
002022.SZ,2026-03-16 10:48:00,5.98,5.98,5.98,5.97,12500.0,74739.0
002022.SZ,2026-03-16 10:49:00,5.98,5.98,5.98,5.98,400.0,2392.0
002022.SZ,2026-03-16 10:50:00,5.98,5.98,5.98,5.98,0.0,0.0
002022.SZ,2026-03-16 10:51:00,5.97,5.98,5.98,5.97,9900.0,59200.0
002022.SZ,2026-03-16 10:52:00,5.97,5.98,5.98,5.97,14300.0,85513.0
002022.SZ,2026-03-16 10:53:00,5.98,5.98,5.99,5.98,10200.0,60995.0
002022.SZ,2026-03-16 10:54:00,5.97,5.98,5.98,5.97,5200.0,31095.0
002022.SZ,2026-03-16 10:55:00,5.97,5.97,5.97,5.97,3300.0,19711.0
002022.SZ,2026-03-16 10:56:00,5.97,5.97,5.97,5.97,100.0,597.0
002022.SZ,2026-03-16 10:57:00,5.98,5.98,5.98,5.98,3400.0,20332.0
002022.SZ,2026-03-16 10:58:00,5.97,5.98,5.98,5.97,3800.0,22719.0
002022.SZ,2026-03-16 10:59:00,5.97,5.98,5.98,5.97,7700.0,46007.0
002022.SZ,2026-03-16 11:00:00,5.98,5.98,5.98,5.98,4900.0,29294.0
002022.SZ,2026-03-16 11:01:00,5.97,5.97,5.97,5.97,100.0,597.0
002022.SZ,2026-03-16 11:02:00,5.97,5.97,5.97,5.97,2800.0,16716.0
002022.SZ,2026-03-16 11:03:00,5.98,5.98,5.98,5.98,4700.0,28106.0
002022.SZ,2026-03-16 11:04:00,5.98,5.98,5.98,5.98,21400.0,127972.0
002022.SZ,2026-03-16 11:05:00,5.98,5.98,5.98,5.98,4700.0,28106.0
002022.SZ,2026-03-16 11:06:00,5.98,5.98,5.98,5.98,5300.0,31695.0
002022.SZ,2026-03-16 11:07:00,5.99,5.98,5.99,5.98,8900.0,53302.0
002022.SZ,2026-03-16 11:08:00,5.98,5.98,5.98,5.98,500.0,2990.0
002022.SZ,2026-03-16 11:09:00,5.98,5.98,5.98,5.98,200.0,1196.0
002022.SZ,2026-03-16 11:10:00,5.98,5.98,5.99,5.98,30500.0,182395.0
002022.SZ,2026-03-16 11:11:00,5.98,5.98,5.98,5.98,1200.0,7176.0
002022.SZ,2026-03-16 11:12:00,5.99,5.98,5.99,5.98,10800.0,64585.0
002022.SZ,2026-03-16 11:13:00,5.98,5.99,5.99,5.98,800.0,4787.0
002022.SZ,2026-03-16 11:14:00,5.98,5.98,5.98,5.98,11100.0,66378.0
