ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300832.SZ,20251127,58.74,58.96,57.95,58.28,58.86,-0.58,-0.9854,31168.34,181740.5
300832.SZ,20251128,58.5,59.25,58.21,58.87,58.28,0.59,1.0124,21359.82,125612.005
300832.SZ,20251201,58.88,60.27,58.5,59.68,58.87,0.81,1.3759,24940.51,148464.798
300832.SZ,20251202,59.68,60.14,58.85,59.05,59.68,-0.63,-1.0556,20274.36,120647.179
300832.SZ,20251203,59.05,60.26,59.0,59.61,59.05,0.56,0.9483,26332.53,157361.302
300832.SZ,20251204,59.94,60.48,59.5,59.81,59.61,0.2,0.3355,23207.23,139044.821
300832.SZ,20251205,59.81,60.28,59.0,59.87,59.81,0.06,0.1003,22645.84,134713.882
300832.SZ,20251208,60.0,60.35,59.0,59.22,59.87,-0.65,-1.0857,20071.64,119123.917
300832.SZ,20251209,59.22,59.6,58.87,59.3,59.22,0.08,0.1351,15658.9,92812.06
300832.SZ,20251210,59.3,59.3,57.82,58.1,59.3,-1.2,-2.0236,22920.67,133417.874
300832.SZ,20251211,58.11,58.58,57.51,58.36,58.1,0.26,0.4475,25186.22,146037.265
300832.SZ,20251212,58.57,58.75,57.33,58.28,58.36,-0.08,-0.1371,32380.4,188204.842
300832.SZ,20251215,58.36,59.25,57.91,58.02,58.28,-0.26,-0.4461,21027.61,123287.333
300832.SZ,20251216,57.88,59.47,57.8,59.2,58.02,1.18,2.0338,21464.85,126476.701
300832.SZ,20251217,58.93,60.5,58.93,60.27,59.2,1.07,1.8074,31698.05,189616.306
300832.SZ,20251218,60.33,60.58,59.15,59.48,60.27,-0.79,-1.3108,20973.02,125143.084
300832.SZ,20251219,59.5,59.98,58.91,59.0,59.48,-0.48,-0.807,20242.11,119977.145
300832.SZ,20251222,59.14,59.33,58.36,58.9,59.0,-0.1,-0.1695,21000.92,123418.363
300832.SZ,20251223,58.93,59.01,57.66,57.67,58.9,-1.23,-2.0883,27385.58,158928.454
300832.SZ,20251224,57.78,58.01,57.2,57.35,57.67,-0.32,-0.5549,23021.29,132581.224
300832.SZ,20251225,57.36,58.57,57.2,58.32,57.35,0.97,1.6914,17976.52,104401.802
300832.SZ,20251226,58.55,59.19,58.0,58.5,58.32,0.18,0.3086,17040.9,100087.078
300832.SZ,20251229,58.33,58.91,57.5,57.71,58.5,-0.79,-1.3504,21025.9,121934.938
300832.SZ,20251230,57.52,57.84,56.21,56.4,57.71,-1.31,-2.27,23470.28,132961.03
300832.SZ,20251231,56.75,56.88,55.52,56.25,56.4,-0.15,-0.266,21817.0,122218.315
300832.SZ,20260105,56.52,58.99,55.65,58.9,56.25,2.65,4.7111,40618.97,234750.876
300832.SZ,20260106,59.51,59.93,58.41,59.5,58.9,0.6,1.0187,27556.48,163209.331
300832.SZ,20260107,59.58,60.1,59.0,59.6,59.5,0.1,0.1681,19923.8,118837.661
300832.SZ,20260108,59.6,62.15,59.0,61.11,59.6,1.51,2.5336,38658.06,235352.551
300832.SZ,20260109,61.5,63.0,61.18,62.82,61.11,1.71,2.7982,35892.8,223935.415
300832.SZ,20260112,62.82,63.11,60.33,60.41,62.82,-2.41,-3.8364,53667.21,326905.511
300832.SZ,20260113,60.42,60.98,59.51,59.72,60.41,-0.69,-1.1422,53703.66,323143.008
300832.SZ,20260114,59.62,59.88,58.05,58.95,59.72,-0.77,-1.2894,72222.55,424892.151
300832.SZ,20260115,58.57,58.93,57.82,58.17,58.95,-0.78,-1.3232,37777.8,220051.882
300832.SZ,20260116,58.32,59.07,57.76,58.1,58.17,-0.07,-0.1203,43293.3,252092.503
300832.SZ,20260119,57.87,58.41,57.6,57.95,58.1,-0.15,-0.2582,29994.16,174018.104
300832.SZ,20260120,57.97,58.16,56.66,57.13,57.95,-0.82,-1.415,38712.7,221061.636
300832.SZ,20260121,57.33,57.62,56.71,56.81,57.13,-0.32,-0.5601,35718.11,203969.948
300832.SZ,20260122,57.0,57.28,56.36,56.52,56.81,-0.29,-0.5105,41209.7,233739.618
300832.SZ,20260123,56.67,56.94,55.71,55.96,56.52,-0.56,-0.9908,63844.26,359211.778
300832.SZ,20260126,56.07,56.68,55.47,55.85,55.96,-0.11,-0.1966,80734.13,452816.158
300832.SZ,20260127,56.26,56.66,54.45,54.52,55.85,-1.33,-2.3814,80137.03,441474.028
300832.SZ,20260128,54.4,54.6,53.42,53.47,54.52,-1.05,-1.9259,85262.95,460643.138
300832.SZ,20260129,53.44,54.66,53.1,53.9,53.47,0.43,0.8042,79855.82,429878.1
300832.SZ,20260130,53.79,55.3,53.79,53.88,53.9,-0.02,-0.0371,101899.55,555388.69
300832.SZ,20260202,53.78,54.44,52.91,53.12,53.88,-0.76,-1.4105,46979.64,252066.989
300832.SZ,20260203,53.45,54.61,53.22,54.5,53.12,1.38,2.5979,55694.73,301721.898
300832.SZ,20260204,54.39,54.65,53.61,54.55,54.5,0.05,0.0917,50438.14,272708.848
300832.SZ,20260205,54.55,54.96,54.23,54.39,54.55,-0.16,-0.2933,31080.61,169627.722
300832.SZ,20260206,54.29,54.72,53.8,54.1,54.39,-0.29,-0.5332,28173.64,152734.091
300832.SZ,20260209,54.32,54.39,53.83,54.04,54.1,-0.06,-0.1109,24618.16,132934.884
300832.SZ,20260210,54.1,54.28,53.4,53.58,54.04,-0.46,-0.8512,31009.7,166588.497
300832.SZ,20260211,53.45,54.12,53.3,53.39,53.58,-0.19,-0.3546,33337.2,179078.125
300832.SZ,20260212,53.39,53.49,52.27,52.4,53.39,-0.99,-1.8543,41850.66,220447.893
300832.SZ,20260213,52.56,52.84,52.05,52.05,52.4,-0.35,-0.6679,23887.98,125061.586
300832.SZ,20260224,52.56,52.79,51.94,52.26,52.05,0.21,0.4035,20660.56,107907.359
300832.SZ,20260225,52.31,52.66,52.01,52.23,52.26,-0.03,-0.0574,34268.1,179269.684
300832.SZ,20260226,52.25,52.44,51.56,51.9,52.23,-0.33,-0.6318,31685.23,164332.007
300832.SZ,20260227,51.98,52.67,51.73,52.33,51.9,0.43,0.8285,37354.06,195404.901
300832.SZ,20260302,51.76,51.99,50.36,50.55,52.33,-1.78,-3.4015,52255.77,265934.966
300832.SZ,20260303,51.22,53.08,51.07,52.25,50.55,1.7,3.363,75231.37,395334.362
300832.SZ,20260304,52.2,52.77,51.58,52.34,52.25,0.09,0.1722,46784.01,244152.473
300832.SZ,20260305,52.76,52.85,51.66,51.97,52.34,-0.37,-0.7069,38434.84,199895.613
300832.SZ,20260306,51.84,54.58,51.7,54.48,51.97,2.51,4.8297,77264.91,417326.032
300832.SZ,20260309,54.39,54.41,53.2,53.39,54.48,-1.09,-2.0007,40555.55,217473.806
300832.SZ,20260310,53.5,54.28,53.22,54.15,53.39,0.76,1.4235,39437.81,211981.228
300832.SZ,20260311,54.14,54.45,53.51,54.23,54.15,0.08,0.1477,30755.85,166138.439
300832.SZ,20260312,53.72,54.45,53.49,53.67,54.23,-0.56,-1.0326,35791.76,192921.225
300832.SZ,20260313,53.78,54.2,52.41,52.47,53.67,-1.2,-2.2359,34019.0,181028.229
300832.SZ,20260316,52.55,52.76,51.33,51.8,52.47,-0.67,-1.2769,33949.06,176002.593
300832.SZ,20260317,51.79,52.96,51.6,52.18,51.8,0.38,0.7336,30709.86,160986.447
300832.SZ,20260318,52.21,52.61,51.2,51.58,52.18,-0.6,-1.1499,37153.6,191497.358
300832.SZ,20260319,50.87,51.17,49.85,50.02,51.58,-1.56,-3.0244,39594.95,199462.47
300832.SZ,20260320,50.02,50.49,49.31,49.86,50.02,-0.16,-0.3199,45529.65,227466.686
300832.SZ,20260323,49.2,49.44,48.03,48.18,49.86,-1.68,-3.3694,41091.98,200049.743
300832.SZ,20260324,48.88,50.06,48.42,50.0,48.18,1.82,3.7775,36186.7,179113.503
300832.SZ,20260325,49.88,50.09,49.37,49.88,50.0,-0.12,-0.24,26338.2,131134.862
300832.SZ,20260326,49.92,50.34,48.45,48.57,49.88,-1.31,-2.6263,32201.2,159032.165
300832.SZ,20260327,48.27,49.25,48.06,49.07,48.57,0.5,1.0294,30942.58,151112.161
300832.SZ,20260330,48.72,50.18,48.5,49.66,49.07,0.59,1.2024,22583.8,111817.362
300832.SZ,20260331,49.66,50.1,48.94,49.07,49.66,-0.59,-1.1881,24092.5,119345.225
300832.SZ,20260401,49.64,50.16,49.3,49.84,49.07,0.77,1.5692,29126.87,145028.338
300832.SZ,20260402,49.68,49.91,48.79,48.98,49.84,-0.86,-1.7255,32206.5,158340.401
300832.SZ,20260403,48.67,48.97,45.71,47.06,48.98,-1.92,-3.92,53336.23,249437.83
300832.SZ,20260407,47.0,47.18,46.5,46.68,47.06,-0.38,-0.8075,25870.0,120863.494
300832.SZ,20260408,47.37,48.09,47.07,47.9,46.68,1.22,2.6135,38791.22,185108.433
300832.SZ,20260409,47.64,47.64,45.99,46.36,47.9,-1.54,-3.215,35777.36,166369.191
300832.SZ,20260410,46.5,46.85,46.0,46.4,46.36,0.04,0.0863,37441.33,173974.245
300832.SZ,20260413,46.19,46.41,45.24,45.29,46.4,-1.11,-2.3922,35164.53,160337.089
300832.SZ,20260414,45.29,47.13,43.85,46.59,45.29,1.3,2.8704,115627.59,522816.702
300832.SZ,20260415,46.63,46.97,45.9,45.96,46.59,-0.63,-1.3522,58141.42,269207.767
300832.SZ,20260416,46.25,47.0,45.83,46.34,45.96,0.38,0.8268,48686.52,225087.336
300832.SZ,20260417,46.16,46.26,44.98,45.45,46.34,-0.89,-1.9206,52490.43,237405.956
