ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300308.SZ,20260107,616.8,628.0,602.0,619.6,605.25,14.35,2.3709,280014.55,17281311.977
300308.SZ,20260108,611.1,616.0,592.0,595.45,619.6,-24.15,-3.8977,291961.68,17523125.451
300308.SZ,20260109,575.94,595.0,561.61,583.2,595.45,-12.25,-2.0573,385723.37,22201259.67
300308.SZ,20260112,570.0,600.0,558.85,591.97,583.2,8.77,1.5038,383607.52,22117906.764
300308.SZ,20260113,580.8,616.6,580.01,585.76,591.97,-6.21,-1.049,320559.44,19108309.974
300308.SZ,20260114,595.35,600.88,567.01,593.0,585.76,7.24,1.236,417329.94,24433697.896
300308.SZ,20260115,583.2,636.99,581.02,625.02,593.0,32.02,5.3997,459038.24,27888274.549
300308.SZ,20260116,635.97,645.0,615.02,617.0,625.02,-8.02,-1.2832,372723.76,23373957.057
300308.SZ,20260119,605.0,619.0,602.57,605.5,617.0,-11.5,-1.8639,223078.62,13561463.232
300308.SZ,20260120,605.52,608.0,580.0,585.0,605.5,-20.5,-3.3856,262900.35,15451090.11
300308.SZ,20260121,586.24,599.66,581.0,581.9,585.0,-3.1,-0.5299,250959.0,14836515.565
300308.SZ,20260122,590.08,624.5,585.0,621.0,581.9,39.1,6.7194,401944.25,24274588.606
300308.SZ,20260123,614.0,615.0,580.16,585.0,621.0,-36.0,-5.7971,396560.41,23458779.409
300308.SZ,20260126,580.0,598.0,572.01,589.8,585.0,4.8,0.8205,260881.15,15300491.053
300308.SZ,20260127,589.96,630.0,586.7,615.6,589.8,25.8,4.3744,387286.71,23794065.735
300308.SZ,20260128,632.0,644.98,623.0,628.0,615.6,12.4,2.0143,329263.75,20818996.207
300308.SZ,20260129,637.0,637.95,610.11,613.85,628.0,-14.15,-2.2532,248940.4,15437115.006
300308.SZ,20260130,616.2,653.58,605.93,649.0,613.85,35.15,5.7262,357592.0,22650812.275
300308.SZ,20260202,635.01,658.58,591.0,591.0,649.0,-58.0,-8.9368,559980.48,34642172.763
300308.SZ,20260203,607.0,618.8,576.0,589.7,591.0,-1.3,-0.22,429180.19,25546318.135
300308.SZ,20260204,570.0,574.55,525.13,560.0,589.7,-29.7,-5.0365,527210.01,29004521.608
300308.SZ,20260205,561.01,577.75,556.01,561.99,560.0,1.99,0.3554,318675.15,18014061.308
300308.SZ,20260206,548.11,561.88,530.3,540.01,561.99,-21.98,-3.9111,328675.9,17909389.389
300308.SZ,20260209,561.0,573.99,550.12,565.99,540.01,25.98,4.811,366633.37,20565541.886
300308.SZ,20260210,561.55,573.68,555.5,555.71,565.99,-10.28,-1.8163,217158.25,12239667.575
300308.SZ,20260211,551.01,554.0,522.53,531.91,555.71,-23.8,-4.2828,397135.51,21161447.644
300308.SZ,20260212,535.0,546.38,523.38,527.46,531.91,-4.45,-0.8366,301786.11,16055660.076
300308.SZ,20260213,524.0,543.8,515.0,531.0,527.46,3.54,0.6711,260436.1,13816376.824
300308.SZ,20260224,542.0,572.02,522.0,554.0,531.0,23.0,4.3315,356557.53,19693436.145
300308.SZ,20260225,550.0,569.86,548.0,566.07,554.0,12.07,2.1787,214792.09,11999241.088
300308.SZ,20260226,566.07,574.0,559.0,572.22,566.07,6.15,1.0864,252799.91,14340448.873
300308.SZ,20260227,555.0,559.98,531.11,534.0,572.22,-38.22,-6.6792,347124.7,18806220.503
300308.SZ,20260302,520.0,580.0,520.0,570.58,534.0,36.58,6.8502,493103.42,27557516.445
300308.SZ,20260303,570.8,599.04,563.28,563.8,570.58,-6.78,-1.1883,393101.0,22869564.246
300308.SZ,20260304,554.02,563.5,536.5,539.0,563.8,-24.8,-4.3987,307429.45,16777788.85
300308.SZ,20260305,556.0,585.0,552.6,557.0,539.0,18.0,3.3395,379003.6,21444655.496
300308.SZ,20260306,553.0,559.98,537.06,545.48,557.0,-11.52,-2.0682,219667.67,12028188.486
300308.SZ,20260309,520.1,528.3,506.0,525.99,545.48,-19.49,-3.573,314743.15,16230653.69
300308.SZ,20260310,540.0,548.98,530.02,547.0,525.99,21.01,3.9944,283094.14,15348948.106
300308.SZ,20260311,557.0,568.9,553.0,554.68,547.0,7.68,1.404,238971.7,13412042.199
300308.SZ,20260312,557.25,563.58,528.5,534.8,554.68,-19.88,-3.584,239117.26,12905792.455
300308.SZ,20260313,526.5,548.88,525.01,542.02,534.8,7.22,1.35,211981.69,11483224.115
300308.SZ,20260316,549.05,565.0,540.32,561.7,542.02,19.68,3.6309,274319.81,15210952.033
300308.SZ,20260317,570.0,577.88,539.0,543.0,561.7,-18.7,-3.3292,300409.84,16803741.8
300308.SZ,20260318,553.86,582.05,550.0,580.0,543.0,37.0,6.814,377804.87,21435555.273
300308.SZ,20260319,580.0,592.8,569.9,575.2,580.0,-4.8,-0.8276,331407.56,19280585.871
300308.SZ,20260320,605.0,632.72,604.1,612.0,575.2,36.8,6.3978,538539.42,33344122.514
300308.SZ,20260323,590.31,618.1,585.0,599.62,612.0,-12.38,-2.0229,378519.91,22741347.135
300308.SZ,20260324,599.0,605.0,577.0,603.19,599.62,3.57,0.5954,282635.65,16716920.528
300308.SZ,20260325,625.0,635.0,616.05,628.4,603.19,25.21,4.1794,335631.26,21048050.378
300308.SZ,20260326,626.89,645.0,612.83,614.2,628.4,-14.2,-2.2597,262769.23,16491318.31
300308.SZ,20260327,598.85,609.88,588.66,598.0,614.2,-16.2,-2.6376,224326.03,13421963.396
300308.SZ,20260330,585.0,595.58,579.0,589.08,598.0,-8.92,-1.4916,209254.8,12283293.316
300308.SZ,20260331,571.0,585.9,555.0,569.41,589.08,-19.67,-3.3391,261202.31,14942137.037
300308.SZ,20260401,591.0,602.0,581.2,601.87,569.41,32.46,5.7006,255404.72,15121134.057
300308.SZ,20260402,593.01,596.77,578.69,582.0,601.87,-19.87,-3.3014,177310.14,10393303.258
300308.SZ,20260403,600.0,625.0,594.35,606.52,582.0,24.52,4.2131,290271.06,17694513.705
300308.SZ,20260407,608.0,636.66,597.7,619.53,606.52,13.01,2.145,239030.65,14668397.049
300308.SZ,20260408,653.53,688.26,643.0,688.14,619.53,68.61,11.0745,396629.74,26479882.607
300308.SZ,20260409,682.0,700.0,678.01,693.02,688.14,4.88,0.7092,249619.27,17248692.687
300308.SZ,20260410,700.0,743.04,694.01,734.65,693.02,41.63,6.007,330800.75,23842833.151
300308.SZ,20260413,738.8,744.0,714.23,738.0,734.65,3.35,0.456,228876.18,16730510.499
300308.SZ,20260414,750.0,786.22,748.78,773.0,738.0,35.0,4.7425,292668.36,22475999.264
300308.SZ,20260415,787.0,808.83,766.0,779.98,773.0,6.98,0.903,323452.47,25441092.938
300308.SZ,20260416,772.37,810.11,762.35,809.61,779.98,29.63,3.7988,286570.12,22749930.918
300308.SZ,20260417,841.0,865.0,820.24,851.0,809.61,41.39,5.1123,398571.61,33630034.467
